raw_actual_anchor_quality,anchor_quality_logits_recon,raw_actual_positive_quality,positive_quality_logits_recon,raw_actual_negative_quality,negative_quality_logits_recon,raw_actual_anchor_resonance,anchor_resonance_recon,raw_actual_positive_resonance,positive_resonance_recon,raw_actual_negative_resonance,negative_resonance_recon,raw_actual_anchor_tension,anchor_tension_recon,raw_actual_positive_tension,positive_tension_recon,raw_actual_negative_tension,negative_tension_recon,raw_actual_anchor_longevity_cos,anchor_longevity_cos_recon,raw_actual_positive_longevity_cos,positive_longevity_cos_recon,raw_actual_negative_longevity_cos,negative_longevity_cos_recon,raw_actual_anchor_longevity_sin,anchor_longevity_sin_recon,raw_actual_positive_longevity_sin,positive_longevity_sin_recon,raw_actual_negative_longevity_sin,negative_longevity_sin_recon
0,0,0,0,6,6,0.023424793,0.047569916,0.012983282,-0.0024238676,-0.9637452,-0.6922858,-0.90980065,-0.86946577,-1.0082583,-1.0178729,-0.37233263,-0.38692203,0.8960304,0.8341851,0.896126,0.9060863,0.72215724,0.7477127,0.4439926,0.55223083,0.4437998,0.43293566,0.6917289,0.6566118
0,0,1,1,6,6,-0.0031235863,-0.04154171,-0.043444112,-0.030265138,-0.9233728,-0.9199828,-1.0482752,-1.0937325,-0.927795,-1.0042233,-0.36546806,-0.3597222,0.89536065,0.9067823,0.92645216,0.9484046,0.72208285,0.7477127,0.44534174,0.4361366,0.37641254,0.3706206,0.6918066,0.6566118
0,0,1,1,6,6,-0.013880555,-0.023943126,-0.11702064,-0.21070528,0.88633597,1.0471785,-1.044002,-1.0817825,-0.7375314,-0.71056694,-0.35398632,-0.3480751,0.896126,0.8713777,0.897696,0.90857625,0.7223061,0.7477127,0.4437998,0.49512845,0.44061536,0.4309526,0.6915735,0.6566118
0,0,0,0,6,6,-0.0566047,-0.082773924,-0.110123,-0.14545673,0.8988224,1.0595617,-0.9137903,-0.86311585,-0.9972748,-1.0812432,-0.30860466,-0.25445032,0.896126,0.9060863,0.89622146,0.94306266,0.7223061,0.7477127,0.4437998,0.43293566,0.44360694,0.37331656,0.6915735,0.6566118
0,0,0,0,6,6,0.008572796,0.018445663,0.03052333,-0.0012512803,0.95521796,1.2547553,-0.97254336,-0.8671088,-0.6731814,-0.6653728,-0.43270394,-0.4271336,0.8960304,0.8722188,0.9294593,0.9077764,0.72215724,0.7477127,0.4439926,0.4936821,0.36892468,0.43884742,0.6917289,0.6566118
0,0,0,0,6,6,-0.08205315,-0.146355,-0.0064478214,0.012121141,0.867544,0.89904594,-1.0368967,-1.1082186,-0.9354,-0.99918306,-0.32233375,-0.29617444,0.89536065,0.8543868,0.9541008,0.99130756,0.72208285,0.7477127,0.44534174,0.4784607,0.29948565,0.31001303,0.6918066,0.6566118
0,0,0,0,6,6,-0.021539452,-0.046502724,0.015501486,0.0073577017,-0.83301073,-0.6693809,-1.0375978,-0.9715614,-0.8520303,-1.0227401,-0.35284945,-0.3570913,0.896126,0.9429054,0.897696,0.7835919,0.7223061,0.7477127,0.4437998,0.373552,0.44061536,0.5970818,0.6915735,0.6566118
0,0,1,1,6,6,0.004304222,0.032050565,0.053252596,0.03645373,-0.8036068,-0.7981392,-0.95874745,-1.02375,-0.98665,-0.77687967,-0.37897986,-0.37450325,0.896126,0.9060863,0.955603,0.9935813,0.7223061,0.7477127,0.4437998,0.43293566,0.29465726,0.31160992,0.6915735,0.6566118
0,0,0,0,6,6,-0.05532682,-0.06589718,-0.20458598,-0.18543085,0.8758491,0.92902184,-1.0295571,-1.2469544,-1.0653926,-1.2185625,-0.35818806,-0.33401585,0.8960304,0.8709732,0.92701805,0.79207814,0.72215724,0.7477127,0.4439926,0.49289715,0.37501666,0.5830017,0.6917289,0.6566118
0,0,0,0,6,6,-0.0108766835,-0.026519597,0.00061582075,0.047694996,-0.8707326,-0.78554606,-1.0686766,-1.0352219,-0.7736443,-0.6111314,-0.36162898,-0.3851502,0.89536065,0.9067823,0.8969362,0.83605134,0.72208285,0.7477127,0.44534174,0.4361366,0.44216004,0.55224115,0.6918066,0.6566118
0,0,0,0,6,6,0.04111888,0.016133092,-0.062330987,-0.0127185285,-0.91695285,-0.7373363,-0.948436,-1.0416138,-0.9829341,-0.99918425,-0.4002483,-0.3049556,0.896126,0.85605943,0.897696,0.9454967,0.7223061,0.7477127,0.4437998,0.47565168,0.44061536,0.36967227,0.6915735,0.6566118
0,0,1,1,6,6,-0.04672869,-0.059007555,0.19745329,0.2279554,-1.0087458,-1.2970929,-1.0043058,-0.9750517,-0.9705391,-1.043935,-0.3170456,-0.33562323,0.896126,0.9060863,0.894785,0.7823689,0.7223061,0.7477127,0.4437998,0.43293566,0.44649735,0.59627396,0.6915735,0.6566118
0,0,1,1,6,6,0.008006487,0.0016001314,-0.003649711,-0.022079542,1.0021117,1.1865175,-1.0250504,-1.1705298,-1.0235146,-0.90288025,-0.35223782,-0.35438246,0.8960304,0.9063951,0.896126,0.8563653,0.72215724,0.7477127,0.4439926,0.43412602,0.4437998,0.47802114,0.6917289,0.6566118
0,0,0,0,6,6,0.009511353,-0.014599487,-0.18350899,-0.16350466,-0.94321615,-0.7568424,-1.0027927,-1.0125743,-0.9080271,-1.0223684,-0.410232,-0.34039944,0.89536065,0.9416469,0.894015,0.8684336,0.72208285,0.7477127,0.44534174,0.375436,0.44803697,0.49487752,0.6918066,0.6566118
0,0,1,1,6,6,0.004546468,0.01745189,-0.29544157,-0.4068903,0.97069925,0.89143896,-1.0116942,-1.0383734,-0.9594525,-0.9057119,-0.43443292,-0.44613755,0.896126,0.8697008,0.8765657,0.8526898,0.7223061,0.7477127,0.4437998,0.49332815,0.4812822,0.51900417,0.6915735,0.6566118
0,0,1,1,6,6,0.04353416,0.013705313,-0.005815993,-0.005982429,-0.9209339,-0.7301681,-0.9389175,-0.73193485,-1.0314126,-1.0365924,-0.49402115,-0.5175984,0.896126,0.8915075,0.955603,1.0537059,0.7223061,0.7477127,0.4437998,0.41683716,0.29465726,0.20693049,0.6915735,0.6566118
0,0,0,0,6,6,-0.020031888,-0.047644272,2.3588462e-05,-0.014536098,-1.0363513,-1.3384312,-0.95280606,-0.96043617,-1.0155237,-1.0376213,-0.3885123,-0.40709054,0.8960304,0.9063951,0.896126,0.9077632,0.72215724,0.7477127,0.4439926,0.43412602,0.4437998,0.43473595,0.6917289,0.6566118
0,0,0,0,6,6,-0.105145425,-0.15654856,0.056715164,0.027818963,0.9515549,1.1279006,-0.99910504,-1.073459,-0.914673,-0.8102021,-0.46482414,-0.3665358,0.89536065,0.9416469,0.87573594,0.91030157,0.72208285,0.7477127,0.44534174,0.375436,0.4827904,0.42230725,0.6918066,0.6566118
0,0,0,0,6,6,-0.05440703,-0.0681586,-0.0471923,-0.034448102,-1.0420957,-1.3118217,-0.99496675,-1.0041112,-0.96015465,-0.93403065,-0.32509112,-0.28856638,0.896126,0.9065199,0.9432981,0.9744614,0.7223061,0.7477127,0.4437998,0.43394446,0.33194688,0.33207458,0.6915735,0.6566118
0,0,1,1,6,6,-0.020579234,-0.037585318,0.003951755,0.02481182,0.91606003,1.0794952,-1.0061101,-0.9559112,-1.0034379,-0.9730395,-0.37529024,-0.36175048,0.896126,0.9429054,0.89622146,0.89163184,0.7223061,0.7477127,0.4437998,0.373552,0.44360694,0.41662943,0.6915735,0.6566118
0,0,0,0,6,6,-0.012257307,-0.03627804,0.16422461,0.1646218,0.95203006,1.0042827,-1.0299172,-1.1083581,-1.0158598,-1.0825508,-0.3984934,-0.3554016,0.8960304,0.8562757,0.92822367,0.93592757,0.72215724,0.7477127,0.4439926,0.47816837,0.3720226,0.34261703,0.6917289,0.6566118
0,0,0,0,6,6,0.017944837,0.035375215,0.5238857,0.29174647,-0.9211898,-1.0053768,-0.92179495,-0.8362589,-0.7624578,-0.8623309,-0.3616157,-0.33025566,0.89536065,0.8905127,0.8969362,0.8717217,0.72208285,0.7477127,0.44534174,0.41849908,0.44216004,0.4930578,0.6918066,0.6566118
0,0,0,0,6,6,-0.039450895,-0.06384398,-0.057199657,-0.05365178,0.93547297,0.86453354,-1.0252922,-1.1132375,-0.88779163,-0.7420539,-0.34463698,-0.34081358,0.896126,0.9077632,0.8378101,0.8380364,0.7223061,0.7477127,0.4437998,0.43473595,0.54596174,0.53399855,0.6915735,0.6566118
0,0,1,1,6,6,-0.08029643,-0.090999514,0.4289961,0.4126074,-0.9139003,-0.99114954,-1.0129718,-0.868486,-1.0196407,-1.1685603,-0.2698535,-0.23197299,0.896126,0.8710719,0.897696,0.90857625,0.7223061,0.7477127,0.4437998,0.492759,0.44061536,0.4309526,0.6915735,0.6566118
0,0,1,1,6,6,0.041492514,0.038494572,-0.23909974,-0.21994677,-0.91912043,-0.7518188,-0.99755305,-1.137026,-1.0150999,-1.0747312,-0.40940657,-0.39244124,0.8960304,0.869607,0.896126,0.9060863,0.72215724,0.7477127,0.4439926,0.4934597,0.4437998,0.43293566,0.6917289,0.6566118
0,0,1,1,6,6,0.0024374018,0.009580433,0.09142446,0.08514685,0.91366166,1.0775467,-0.9995973,-0.978306,-0.9764934,-0.8238113,-0.3774823,-0.3766823,0.89536065,0.86894995,0.87728965,0.8391854,0.72208285,0.7477127,0.44534174,0.49438113,0.47996134,0.5062533,0.6918066,0.6566118
0,0,1,1,6,6,-0.11223033,-0.10784331,-0.36466724,-0.36673948,0.84125924,0.76934385,-1.0490751,-1.210339,-1.1222568,-0.95635575,-0.3508768,-0.31539664,0.896126,0.90745735,0.8157298,0.79738146,0.7223061,0.7477127,0.4437998,0.43236652,0.5784331,0.57404643,0.6915735,0.6566118
0,0,0,0,6,6,0.025860565,0.0064806864,-0.090815686,-0.08053702,-0.97244924,-0.79746974,-1.1390918,-1.39917,-1.0511019,-1.1369871,-0.32955292,-0.3735016,0.896126,0.82091725,0.89622146,0.94306266,0.7223061,0.7477127,0.4437998,0.5368357,0.44360694,0.37331656,0.6915735,0.6566118
0,0,0,0,6,6,0.020404369,0.027539335,0.62630695,0.5761398,0.898954,0.8175062,-0.9627923,-0.9325481,-0.97939384,-1.1679354,-0.42976424,-0.43019885,0.8960304,0.9427481,0.89468884,0.90464586,0.72215724,0.7477127,0.4439926,0.3737874,0.44668987,0.43667057,0.6917289,0.6566118
0,0,0,0,6,6,-0.029659353,-0.01931192,0.41229928,0.4759445,0.9284268,1.0945702,-1.0612512,-1.1336969,-0.9697662,-0.82016283,-0.39379323,-0.3245814,0.89536065,0.8702113,0.9122426,0.8869284,0.72208285,0.7477127,0.44534174,0.49512014,0.40965042,0.47420037,0.6918066,0.6566118
0,0,0,0,6,6,0.013981351,-0.023684114,-0.07134362,-0.067349166,-0.94400775,-1.029626,-0.9718232,-0.9039721,-0.99322516,-1.0824472,-0.460428,-0.5308426,0.896126,0.855122,0.894785,0.90562075,0.7223061,0.7477127,0.4437998,0.47722962,0.44649735,0.43505636,0.6915735,0.6566118
0,0,1,1,6,6,0.055248156,0.04740932,-0.04464013,-0.07108238,0.9716728,0.8828434,-1.0746832,-1.1751298,-0.5581522,-0.61214083,-0.3309956,-0.3565402,0.896126,0.8915075,0.8396264,0.8367356,0.7223061,0.7477127,0.4437998,0.41683716,0.54316443,0.5343991,0.6915735,0.6566118
0,0,1,1,6,6,-0.03283697,-0.05628574,-0.1894221,-0.17034367,0.8558061,0.89909136,-0.9594142,-1.1447943,-1.0068569,-1.0578606,-0.41728702,-0.41236353,0.8960304,0.9427481,0.92701805,0.8897805,0.72215724,0.7477127,0.4439926,0.3737874,0.37501666,0.41920435,0.6917289,0.6566118
0,0,0,0,6,6,0.010732523,0.006374985,0.13201796,0.13765627,-0.9120488,-0.8987262,-1.0928968,-1.1748638,-0.9312173,-0.93894506,-0.3868396,-0.37325022,0.89536065,0.9416469,0.9136038,0.84790456,0.72208285,0.7477127,0.44534174,0.375436,0.4066056,0.5393683,0.6918066,0.6566118
0,0,1,1,6,6,0.035028014,0.05065058,-0.114592955,-0.12316021,0.9488974,0.99441814,-1.0281541,-0.93861216,-0.76364416,-0.7421693,-0.3975404,-0.32891777,0.896126,0.9429054,0.89622146,0.9075884,0.7223061,0.7477127,0.4437998,0.373552,0.44360694,0.4321745,0.6915735,0.6566118
0,0,1,1,6,6,0.010430023,-0.014270604,0.02339567,0.023781464,0.8368029,0.7613646,-1.059968,-1.078101,-1.010964,-1.023056,-0.43858552,-0.37536025,0.896126,0.8915075,0.89622146,0.8209807,0.7223061,0.7477127,0.4437998,0.41683716,0.44360694,0.53673184,0.6915735,0.6566118
0,0,0,0,6,6,0.020130787,0.013081424,-0.69924074,-0.8572762,0.93289757,0.9870856,-0.9799695,-1.2298337,-1.0245758,-1.0468962,-0.40211773,-0.35919988,0.8960304,0.9073263,0.83592546,0.8333259,0.72215724,0.7477127,0.4439926,0.4325585,0.54884297,0.5400742,0.6917289,0.6566118
0,0,1,1,6,6,0.03720688,0.042243943,0.68755865,0.8087311,-0.9438496,-0.9396379,-0.94956994,-1.0277215,-0.5617604,-0.58516073,-0.34902298,-0.351829,0.89536065,0.86894995,0.894015,0.903305,0.72208285,0.7477127,0.44534174,0.49438113,0.44803697,0.43701982,0.6918066,0.6566118
0,0,1,1,6,6,-0.020165848,0.022828765,-0.22873569,-0.17054227,-0.9506921,-1.1284738,-0.99817127,-1.013139,-0.92767096,-1.0018531,-0.34881216,-0.26234823,0.896126,0.90745735,0.9432981,0.8507285,0.7223061,0.7477127,0.4437998,0.43236652,0.33194688,0.48816746,0.6915735,0.6566118
0,0,0,0,6,6,-0.009398073,-0.022767916,-0.009054563,-0.059206694,0.9826582,0.77622485,-0.9454344,-0.7622525,-1.0046058,-1.1387354,-0.34995472,-0.3514943,0.896126,0.7477127,0.8603584,0.86187947,0.7223061,0.7477127,0.4437998,0.6566118,0.5096895,0.4987521,0.6915735,0.6566118
0,0,0,0,6,6,0.066978104,0.07116165,-0.023081342,-0.0102106035,0.9423223,1.0012424,-0.9249708,-0.9402989,-1.0138764,-1.087802,-0.31797248,-0.30571443,0.8960304,0.8913832,0.8137335,0.8200765,0.72215724,0.7477127,0.4439926,0.41704482,0.5812381,0.5566989,0.6917289,0.6566118
0,0,1,1,6,6,0.019642396,0.049389437,-0.070541434,-0.0629369,-0.8983714,-0.97920394,-1.0182586,-1.2690985,-0.7955764,-0.843022,-0.45257697,-0.38190687,0.89536065,0.8905127,0.894015,0.9037698,0.72208285,0.7477127,0.44534174,0.41849908,0.44803697,0.43794477,0.6918066,0.6566118
0,0,0,0,6,6,0.025781726,0.031107306,0.52614623,0.49222398,0.81123894,0.6337775,-0.9922366,-1.0876287,-0.9493863,-1.0215133,-0.37129974,-0.39828354,0.896126,0.90745735,0.8157298,0.78822887,0.7223061,0.7477127,0.4437998,0.43236652,0.5784331,0.58998144,0.6915735,0.6566118
0,0,0,0,6,6,-0.06596206,-0.11034191,-0.39081478,-0.3114045,1.0381917,1.0807267,-0.9694096,-0.9837746,-0.7531269,-0.75771254,-0.41994885,-0.3895328,0.896126,0.7845318,0.8603584,0.8473575,0.7223061,0.7477127,0.4437998,0.5972281,0.5096895,0.4905864,0.6915735,0.6566118
0,0,0,0,6,6,-0.14668514,-0.11867094,0.054375783,0.025180355,1.0076791,0.65733373,-0.9938199,-0.82471853,-1.0285045,-0.99307185,-0.31486318,-0.2867766,0.8960304,0.90764064,0.896126,0.9077632,0.72215724,0.7477127,0.4439926,0.43491095,0.4437998,0.43473595,0.6917289,0.6566118
0,0,0,0,6,6,-0.06644888,-0.081160426,-0.588498,-0.4712235,0.8825739,0.69117594,-1.0154206,-1.1035992,-0.8945241,-0.80776733,-0.40841207,-0.403635,0.89536065,0.86894995,0.8954565,0.87164026,0.72208285,0.7477127,0.44534174,0.49438113,0.44514906,0.49447188,0.6918066,0.6566118
0,0,0,0,6,6,0.011846065,0.013705328,-0.01609591,-0.041627303,-0.9365871,-0.946013,-1.0720189,-1.0439855,-1.0441121,-0.9847981,-0.35660896,-0.29801893,0.896126,0.8709441,0.9421857,0.97191167,0.7223061,0.7477127,0.4437998,0.49411964,0.33509117,0.33847693,0.6915735,0.6566118
0,0,0,0,6,6,-0.026829496,-0.052867725,0.056529198,0.045977674,-0.9422268,-1.0148909,-0.9944772,-0.9572958,-0.97736967,-1.0291666,-0.36989632,-0.4278053,0.896126,0.8195462,0.897696,0.8724527,0.7223061,0.7477127,0.4437998,0.5374048,0.44061536,0.4920595,0.6915735,0.6566118
0,0,0,0,6,6,-0.045658216,-0.08683658,0.40544593,0.46728185,0.8724445,0.91561556,-1.1381251,-1.2279743,-1.0107734,-0.95451194,-0.3758052,-0.38610262,0.8960304,0.78282017,0.8976012,0.9094866,0.72215724,0.7477127,0.4439926,0.59548825,0.44080853,0.4293939,0.6917289,0.6566118
