raw_actual_anchor_quality,anchor_quality_logits_recon,raw_actual_positive_quality,positive_quality_logits_recon,raw_actual_negative_quality,negative_quality_logits_recon,raw_actual_anchor_resonance,anchor_resonance_recon,raw_actual_positive_resonance,positive_resonance_recon,raw_actual_negative_resonance,negative_resonance_recon,raw_actual_anchor_tension,anchor_tension_recon,raw_actual_positive_tension,positive_tension_recon,raw_actual_negative_tension,negative_tension_recon,raw_actual_anchor_longevity_cos,anchor_longevity_cos_recon,raw_actual_positive_longevity_cos,positive_longevity_cos_recon,raw_actual_negative_longevity_cos,negative_longevity_cos_recon,raw_actual_anchor_longevity_sin,anchor_longevity_sin_recon,raw_actual_positive_longevity_sin,positive_longevity_sin_recon,raw_actual_negative_longevity_sin,negative_longevity_sin_recon
0,0,0,0,6,6,-0.06117946,-0.054824114,0.110717155,0.10766948,-0.91900706,-1.0582113,-0.31763995,-0.3379744,-0.33478603,-0.31744522,0.32130492,0.2740738,0.896126,0.91456306,0.89622146,0.8854304,0.7223061,0.74360675,0.4437998,0.37538898,0.44360694,0.49447805,0.6915735,0.6554956
0,0,0,0,6,6,-0.14393605,-0.1726704,0.69012785,0.62500477,0.96235216,0.8666462,-1.0244837,-0.94790256,-1.0805651,-1.0742257,-0.37035045,-0.38699383,0.8960304,0.8350912,0.89468884,0.7721236,0.72215724,0.74360675,0.4439926,0.4782346,0.44668987,0.596668,0.6917289,0.6554956
0,0,0,0,6,6,0.014170684,-0.008029252,-0.3485568,-0.3026944,-0.9038296,-0.7519771,-0.44449,-0.37262458,-0.19472769,-0.18330982,0.24837962,0.25846404,0.89536065,0.94535476,0.8954565,0.8346091,0.72208285,0.74360675,0.44534174,0.3781958,0.44514906,0.47917432,0.6918066,0.6554956
3,3,3,3,9,9,0.022255654,0.006763488,-0.0071555725,-0.0017185807,-0.9786711,-0.94859135,-0.9674262,-1.0202862,-0.9761849,-0.9501771,-0.3862202,-0.42113766,0.89536065,0.88263226,0.8954565,0.9153795,0.72208285,0.74360675,0.44534174,0.49695277,0.44514906,0.43672293,0.6918066,0.6554956
0,0,0,0,6,6,0.092002064,0.07592635,-0.5399455,-0.40971944,0.9433726,0.7416364,-0.37235507,-0.34543252,-0.10767749,-0.09102954,0.31992796,0.15975711,0.896126,0.8533928,0.8765657,0.8344204,0.7223061,0.74360675,0.4437998,0.49552596,0.4812822,0.5219825,0.6915735,0.6554956
0,0,0,0,6,6,0.065909676,0.062219586,-0.50334,-0.550709,-0.98879695,-0.9407896,-0.33242947,-0.26373044,-0.5376964,-0.5687227,0.20080782,0.094593056,0.89536065,0.8669809,0.8954565,0.85468113,0.72208285,0.74360675,0.44534174,0.47833934,0.44514906,0.49518603,0.6918066,0.6554956
0,0,0,0,6,6,0.028642857,0.032817543,0.04512176,0.009535663,-0.8085762,-0.6673615,-0.31906185,-0.30270585,-0.44037896,-0.455079,0.21754453,0.23783615,0.8960304,0.94644815,0.8376926,0.8115688,0.72215724,0.74360675,0.4439926,0.37651116,0.54614204,0.5673996,0.6917289,0.6554956
0,0,0,0,6,6,-0.033296593,-0.044632405,-0.4030215,-0.3084352,0.8899415,0.8065746,-0.2676407,-0.24761385,-0.57207775,-0.571159,0.39340082,0.36757174,0.896126,0.8048793,0.897696,0.8249263,0.7223061,0.74360675,0.4437998,0.5371593,0.44061536,0.61431277,0.6915735,0.6554956
1,1,2,2,7,7,-0.06374305,-0.044519916,0.018187504,-0.0066015497,-0.9252871,-0.5208787,-0.06589619,-0.04113137,0.35383987,0.35469738,0.61579317,0.6489302,0.896126,0.8531454,0.894785,0.91249573,0.7223061,0.74360675,0.4437998,0.55495256,0.44649735,0.4375188,0.6915735,0.6554956
3,3,3,3,9,9,0.0663235,0.04992505,0.05201964,0.041612945,-0.93925893,-0.8993515,-0.030294767,-0.0023062304,0.30061984,0.28426793,0.6006725,0.6826183,0.8960304,0.9174953,0.896126,0.9143157,0.72215724,0.74360675,0.4439926,0.43623817,0.4437998,0.4348156,0.6917289,0.6554956
0,0,0,0,6,6,-0.08252267,-0.09588015,-0.06534864,-0.14166766,0.9094037,1.0685526,-0.34931403,-0.33162996,-0.32051295,-0.30125707,0.24431707,0.1308507,0.896126,0.85470104,0.8781146,0.89223135,0.7223061,0.74360675,0.4437998,0.49623585,0.47845045,0.47092715,0.6915735,0.6554956
0,0,0,0,6,6,0.028448509,0.0070380867,-0.58720195,-0.6897495,-0.86671335,-0.49418023,-0.3982724,-0.38201454,-0.7265515,-0.72285765,0.17600726,0.15111092,0.896126,0.9143157,0.897696,0.94917494,0.7223061,0.74360675,0.4437998,0.4348156,0.44061536,0.3723062,0.6915735,0.6554956
0,0,0,0,6,6,0.009561094,0.0124632865,0.24850789,0.19253157,-0.9278183,-0.7961401,-0.29100588,-0.27492118,-0.3130189,-0.3088283,0.5161319,0.438706,0.8960304,0.8552003,0.92822367,0.9214885,0.72215724,0.74360675,0.4439926,0.4943936,0.3720226,0.4408632,0.6917289,0.6554956
0,0,0,0,6,6,0.0035453613,-0.04093021,0.7286843,0.66790795,0.8768896,0.9190352,-0.40284893,-0.4063585,-0.38060233,-0.37862626,0.31876126,0.3463299,0.89536065,0.8664454,0.94051576,0.97824025,0.72208285,0.74360675,0.44534174,0.4802092,0.33975,0.34517255,0.6918066,0.6554956
0,0,1,1,6,6,-0.048675068,-0.090731665,0.08759161,0.076409936,0.9194297,0.95756435,-0.5843516,-0.51946336,-0.5896997,-0.69725746,0.060058873,0.07428182,0.8960304,0.94644815,0.896126,0.80594015,0.72215724,0.74360675,0.4439926,0.37651116,0.4437998,0.5972958,0.6917289,0.6554956
1,1,2,2,7,7,0.08745278,0.08648846,0.026415102,0.009319872,-0.9187936,-0.9751439,0.06840893,0.08209445,-0.45309472,-0.36044765,0.6390343,0.6612147,0.89536065,0.9132764,0.8954565,0.88481265,0.72208285,0.74360675,0.44534174,0.43635976,0.44514906,0.43641806,0.6918066,0.6554956
0,0,0,0,6,6,0.028058153,0.004114382,0.032945406,0.017954558,1.0009075,1.0496627,-0.57647157,-0.65310967,-0.46803194,-0.49839067,0.08755567,0.09358097,0.896126,0.885434,0.897696,0.77427703,0.7223061,0.74360675,0.4437998,0.49640757,0.44061536,0.5956769,0.6915735,0.6554956
0,0,1,1,6,6,-0.011998384,-0.037788436,-0.009126754,0.033409424,0.7679963,0.6103077,-0.256349,-0.23403761,-0.28663573,-0.24895614,0.46714363,0.45083436,0.89536065,0.91661984,0.9122426,0.83341604,0.72208285,0.74360675,0.44534174,0.4374732,0.40965042,0.538162,0.6918066,0.6554956
0,0,0,0,6,6,-0.05440703,-0.081744835,-0.0471923,0.00397186,-1.0420957,-0.91038096,-0.99496675,-1.1059747,-0.96015465,-0.9949633,-0.32509112,-0.26601774,0.896126,0.8357574,0.9432981,1.0294785,0.7223061,0.74360675,0.4437998,0.47610372,0.33194688,0.24581456,0.6915735,0.6554956
2,2,2,2,8,8,-0.054939825,-0.044970155,0.01005702,0.04627084,-0.9984106,-1.2529618,-0.05488424,-0.052003484,-0.33208108,-0.32413986,0.6082996,0.7652017,0.89536065,0.88135964,0.8577701,0.7863671,0.72208285,0.74360675,0.44534174,0.4354816,0.51403356,0.6206511,0.6918066,0.6554956
4,4,4,4,1,1,0.12367254,0.120369494,-0.36907664,-0.3698797,0.87027866,1.0215675,0.109932296,0.03726063,0.087983996,0.076860406,0.760549,0.6339699,0.89536065,0.9147107,0.8954565,0.8684487,0.72208285,0.74360675,0.44534174,0.4387888,0.44514906,0.4787437,0.6918066,0.6554956
1,1,1,1,7,7,0.01872531,-0.003768541,-0.044644002,-0.056159914,0.9749201,0.89482164,0.20984423,0.15546343,0.11132349,0.13879901,0.7497079,0.6433201,0.896126,0.94660425,0.955603,0.9548594,0.7223061,0.74360675,0.4437998,0.37627056,0.29465726,0.3880894,0.6915735,0.6554956
0,0,1,1,6,6,-0.07957214,-0.046595603,-0.5813384,-0.7537105,-0.9584576,-0.9115888,-0.27799398,-0.27071086,-0.4517879,-0.4148842,0.4441884,0.44054738,0.896126,0.88343763,0.95461494,0.95079553,0.7223061,0.74360675,0.4437998,0.49587122,0.2978428,0.4054478,0.6915735,0.6554956
0,0,0,0,6,6,-0.043568555,-0.07482456,-0.05995829,-0.0517018,0.888841,0.8064872,-0.22039804,-0.19146714,-0.6986398,-0.68548405,0.40623975,0.42914352,0.8960304,0.89796567,0.896126,0.91456306,0.72215724,0.74360675,0.4439926,0.41811794,0.4437998,0.37538898,0.6917289,0.6554956
0,0,1,1,6,6,0.10569077,0.08857644,0.28724307,0.27102333,0.94176775,0.98836505,-1.0161484,-1.0238556,-0.9023048,-0.80237865,-0.40236655,-0.4419899,0.8960304,0.91559935,0.896126,0.9176203,0.72215724,0.74360675,0.4439926,0.43750897,0.4437998,0.43606177,0.6917289,0.6554956
2,2,2,2,8,8,-0.036293574,-0.058994308,-0.11692449,-0.14128911,0.87208104,1.0288386,0.01944936,-0.005051717,-0.26544905,-0.23688892,0.7464522,0.8132123,0.8960304,0.94644815,0.8585434,0.86194384,0.72215724,0.74360675,0.4439926,0.37651116,0.5127409,0.465351,0.6917289,0.6554956
1,1,1,1,7,7,0.03567636,0.009952687,0.050468385,0.03180918,0.9172646,0.5822469,-1.0020779,-1.0445479,-0.9524758,-1.0009433,-0.36578515,-0.3651609,0.896126,0.9157262,0.9421857,0.9813826,0.7223061,0.74360675,0.4437998,0.4373262,0.33509117,0.3325891,0.6915735,0.6554956
0,0,0,0,6,6,-0.04045472,-0.05128783,0.030680485,0.02304414,0.85081035,1.001832,-0.20036691,-0.16760813,-0.24285725,-0.23121867,0.31338158,0.37474942,0.89536065,0.94535476,0.9109156,0.8834613,0.72208285,0.74360675,0.44534174,0.3781958,0.4125927,0.3829489,0.6918066,0.6554956
0,0,0,0,6,6,0.0033619246,-0.020584881,-0.5308338,-0.68510985,-0.8257201,-0.6121172,-0.36957946,-0.391642,-0.34989607,-0.32524425,0.20821278,0.25871533,0.896126,0.86910677,0.8797054,0.87700677,0.7223061,0.74360675,0.4437998,0.47769517,0.47551906,0.4537493,0.6915735,0.6554956
0,0,0,0,6,6,0.0044344603,0.0037310794,0.0041712355,-0.009319246,1.0563309,0.9726062,-0.5450896,-0.42449316,-0.5766681,-0.54306304,0.12366242,0.10970349,0.896126,0.8660496,0.89622146,0.8533737,0.7223061,0.74360675,0.4437998,0.41702238,0.44360694,0.49359605,0.6915735,0.6554956
3,3,3,3,9,9,-0.026885958,-0.06376809,0.042429652,0.026598819,-0.7957219,-0.74269783,-0.027536256,-0.013551764,0.032299466,0.039512716,0.5632937,0.44749567,0.896126,0.88557905,0.894785,0.91586834,0.7223061,0.74360675,0.4437998,0.4351802,0.44649735,0.4385328,0.6915735,0.6554956
1,1,1,1,7,7,-0.024657115,-0.06240979,0.038981427,0.032286786,0.99878085,1.313974,0.03416953,0.04045535,-0.052173186,-0.019611157,0.5623348,0.39712098,0.89536065,0.8846021,0.836869,0.8409983,0.72208285,0.74360675,0.44534174,0.49751198,0.54740316,0.5426649,0.6918066,0.6554956
0,0,0,0,6,6,-0.0074105323,0.0044399053,-0.0050541055,-0.009680353,0.9667965,0.87982595,-0.21275944,-0.22289693,-0.24485336,-0.2418414,0.44398952,0.46941164,0.896126,0.88343763,0.894785,0.91249573,0.7223061,0.74360675,0.4437998,0.49587122,0.44649735,0.4375188,0.6915735,0.6554956
0,0,0,0,6,6,0.108201526,0.097260736,-0.009351589,-0.021679372,0.9566111,1.129519,-1.0395191,-0.9776752,-0.9651346,-0.77094704,-0.32390538,-0.32774067,0.89536065,0.88263226,0.8954565,0.8684487,0.72208285,0.74360675,0.44534174,0.49695277,0.44514906,0.4787437,0.6918066,0.6554956
0,0,1,1,6,6,0.040524557,0.025259495,-0.44529414,-0.3898019,0.79587996,0.7281518,0.03381872,0.045091398,-0.0065619797,0.013057217,0.59239644,0.590149,0.896126,0.88427085,0.897696,0.86785537,0.7223061,0.74360675,0.4437998,0.43447033,0.44061536,0.41348898,0.6915735,0.6554956
0,0,0,0,6,6,0.025482655,0.004118681,-0.038311526,-0.03017497,0.94157135,1.1112252,-0.35223907,-0.38102427,-0.17839919,-0.18252268,0.16606908,0.14611056,0.896126,0.83881456,0.85699487,0.8598752,0.7223061,0.74360675,0.4437998,0.53677654,0.51532495,0.46887803,0.6915735,0.6554956
0,0,0,0,6,6,0.010716887,0.0041311607,0.041026156,0.043249544,0.8111007,0.7382891,-0.9316733,-0.8818587,-0.79148155,-0.8281468,-0.25911808,-0.2510966,0.896126,0.94660425,0.92953867,0.9619794,0.7223061,0.74360675,0.4437998,0.37627056,0.36872467,0.3695862,0.6915735,0.6554956
0,0,1,1,6,6,0.010378764,0.015378699,0.4699605,0.5434171,-0.78313214,-0.81309974,-0.60483927,-0.5875068,-0.7656587,-0.63549155,0.03707257,0.024825208,0.89536065,0.88454145,0.8954565,0.8860717,0.72208285,0.74360675,0.44534174,0.49563718,0.44514906,0.49794754,0.6918066,0.6554956
0,0,0,0,6,6,0.06727264,0.04828177,0.16974775,0.16257359,0.99137807,1.0396352,-0.5030488,-0.45046812,-0.54442155,-0.55779934,0.24853761,0.2512115,0.8960304,0.86711687,0.89468884,0.9143121,0.72215724,0.74360675,0.4439926,0.47911575,0.44668987,0.43829137,0.6917289,0.6554956
0,0,0,0,6,6,-0.016218947,-0.028355062,-0.09359286,-0.11902323,0.85378414,0.77870274,-0.2336434,-0.22827384,-0.6847391,-0.7418863,0.37386143,0.32997262,0.896126,0.8980908,0.9283037,0.9230478,0.7223061,0.74360675,0.4437998,0.41790396,0.37182286,0.36469918,0.6915735,0.6554956
0,0,1,1,6,6,-0.021573886,-0.044433624,0.013722758,0.018614657,0.99341303,1.0363526,-0.3389024,-0.3681875,-0.4357105,-0.43649447,0.28297746,0.28167102,0.896126,0.94660425,0.8396264,0.8107741,0.7223061,0.74360675,0.4437998,0.37627056,0.54316443,0.56924105,0.6915735,0.6554956
0,0,1,1,6,6,-0.022288397,-0.020577133,-0.019981924,0.00518094,0.96174544,0.87397015,-0.071462065,-0.0667065,0.16286756,0.14899388,0.5698639,0.62277097,0.896126,0.94660425,0.85865366,0.82846385,0.7223061,0.74360675,0.4437998,0.37627056,0.5125562,0.5839963,0.6915735,0.6554956
0,0,0,0,6,6,0.025050858,0.043122068,0.090844736,0.080302104,0.9271102,0.97783303,-0.39470354,-0.36318722,-0.7768027,-0.6983596,0.24338533,0.24868605,0.8960304,0.94644815,0.89468884,0.8825048,0.72215724,0.74360675,0.4439926,0.37651116,0.44668987,0.43741626,0.6917289,0.6554956
0,0,0,0,6,6,-0.067222506,-0.09082621,-0.34783176,-0.30733037,-0.7909281,-0.80965567,-0.6314347,-0.5639335,-0.5600359,-0.5641214,0.085961245,0.13820764,0.89536065,0.8970895,0.92645216,0.82541543,0.72208285,0.74360675,0.44534174,0.4196162,0.37641254,0.5004672,0.6918066,0.6554956
0,0,0,0,6,6,-0.022892574,-0.025382474,-0.43798187,-0.47121993,1.0048563,1.0579873,-0.26217785,-0.27030438,-0.09991699,-0.0927287,0.37738243,0.24619442,0.8960304,0.9161789,0.9128586,0.9383769,0.72215724,0.74360675,0.4439926,0.43554777,0.4082759,0.40444112,0.6917289,0.6554956
2,2,2,2,8,8,0.03369123,0.031803325,0.31586438,0.35739926,-0.94257706,-0.90571725,-0.26515102,-0.2536481,-0.2921487,-0.28927243,0.46757457,0.3527142,0.8960304,0.8833371,0.896126,0.8822745,0.72215724,0.74360675,0.4439926,0.49600637,0.4437998,0.43393397,0.6917289,0.6554956
0,0,1,1,6,6,-0.018441688,0.027631164,-0.020724691,-0.02199763,0.9570729,1.1257986,-0.31087595,-0.2670783,-0.20249596,-0.1994912,0.37698117,0.44674376,0.8960304,0.9161789,0.9128586,0.8497183,0.72215724,0.74360675,0.4439926,0.43554777,0.4082759,0.5222304,0.6917289,0.6554956
0,0,1,1,6,6,-0.066971,-0.079446,0.018363992,-0.023489267,0.8724717,0.68005073,-0.9486017,-0.8774172,-0.97395974,-1.0827185,-0.42213044,-0.43004733,0.89536065,0.74360675,0.8969362,0.9168031,0.72208285,0.74360675,0.44534174,0.6554956,0.44216004,0.43577415,0.6918066,0.6554956
0,0,0,0,6,6,-0.044317175,-0.0058543533,-0.30790222,-0.2398273,0.96956736,1.0224009,-0.62944406,-0.595239,-0.53262943,-0.5267616,0.08909277,0.09432698,0.896126,0.8980908,0.955603,1.0111856,0.7223061,0.74360675,0.4437998,0.41790396,0.29465726,0.20492047,0.6915735,0.6554956
0,0,0,0,6,6,0.017598514,0.03483492,0.6130661,0.6425606,1.029375,0.9484391,-0.34517267,-0.36293426,-0.3502538,-0.35217455,0.21498336,0.1909033,0.896126,0.8980908,0.89622146,0.915853,0.7223061,0.74360675,0.4437998,0.41790396,0.44360694,0.4371435,0.6915735,0.6554956
0,0,0,0,6,6,0.06847078,0.07186022,0.04120925,0.040707536,-0.9942013,-0.9616965,-0.43056253,-0.4508635,0.050847612,0.029368214,0.15348352,0.21458206,0.896126,0.91631204,0.85865366,0.80786574,0.7223061,0.74360675,0.4437998,0.4353519,0.5125562,0.5327025,0.6915735,0.6554956
0,0,1,1,6,6,0.051757544,0.024371006,-0.047604438,-0.047760785,0.9307014,0.9724755,-0.33953923,-0.3224595,-0.43413293,-0.40042695,0.21747074,0.2668296,0.89536065,0.77568513,0.8954565,0.8652824,0.72208285,0.74360675,0.44534174,0.59733164,0.44514906,0.41852343,0.6918066,0.6554956
0,0,1,1,6,6,-0.08634713,-0.08027102,0.012193326,-0.008001298,-0.9225199,-0.9808072,-0.32666123,-0.271419,-0.5841856,-0.5486095,0.31492186,0.17344353,0.896126,0.9176203,0.8378101,0.8231859,0.7223061,0.74360675,0.4437998,0.43606177,0.54596174,0.53552866,0.6915735,0.6554956
0,0,0,0,6,6,0.04979331,0.041238382,-0.33049253,-0.24088743,-0.99919367,-1.1566671,-0.56578267,-0.6038612,-0.6785424,-0.6023561,0.10507167,0.089768685,0.896126,0.88343763,0.89622146,0.88743,0.7223061,0.74360675,0.4437998,0.49587122,0.44360694,0.49501157,0.6915735,0.6554956
0,0,0,0,6,6,-0.18213435,-0.15964457,0.06550638,0.054101523,-0.8838611,-0.85356617,-1.0295063,-1.0024987,-0.9840685,-0.8804096,-0.35525417,-0.32617122,0.896126,0.8853317,0.89622146,0.88379633,0.7223061,0.74360675,0.4437998,0.4946068,0.44360694,0.43626148,0.6915735,0.6554956
0,0,0,0,6,6,-0.06701673,-0.10975097,-0.046182003,-0.0677014,0.9198027,0.5945567,-0.28308082,-0.27551684,-0.5240382,-0.51348245,0.36383078,0.36034894,0.89536065,0.8362762,0.8954565,0.88464034,0.72208285,0.74360675,0.44534174,0.5370576,0.44514906,0.4955083,0.6918066,0.6554956
0,0,0,0,6,6,0.06362671,0.04730858,-0.32822162,-0.20320275,-0.8457342,-0.87235534,-0.97836846,-1.0211896,-0.9541088,-0.8184024,-0.32951644,-0.3436134,0.89536065,0.8042584,0.8969362,0.9174425,0.72208285,0.74360675,0.44534174,0.5970963,0.44216004,0.4336887,0.6918066,0.6554956
0,0,0,0,6,6,-0.018023612,-0.014031723,-0.07075948,-0.06529963,0.8558781,0.89091754,-0.91398865,-0.75965947,-0.99519396,-0.9112739,-0.35782138,-0.36444804,0.896126,0.8822745,0.8157298,0.8072455,0.7223061,0.74360675,0.4437998,0.43393397,0.5784331,0.5927166,0.6915735,0.6554956
