raw_actual_anchor_quality,anchor_quality_logits_recon,raw_actual_positive_quality,positive_quality_logits_recon,raw_actual_negative_quality,negative_quality_logits_recon,raw_actual_anchor_resonance,anchor_resonance_recon,raw_actual_positive_resonance,positive_resonance_recon,raw_actual_negative_resonance,negative_resonance_recon,raw_actual_anchor_tension,anchor_tension_recon,raw_actual_positive_tension,positive_tension_recon,raw_actual_negative_tension,negative_tension_recon,raw_actual_anchor_longevity_cos,anchor_longevity_cos_recon,raw_actual_positive_longevity_cos,positive_longevity_cos_recon,raw_actual_negative_longevity_cos,negative_longevity_cos_recon,raw_actual_anchor_longevity_sin,anchor_longevity_sin_recon,raw_actual_positive_longevity_sin,positive_longevity_sin_recon,raw_actual_negative_longevity_sin,negative_longevity_sin_recon
0,0,0,0,6,6,0.014170684,-0.011511773,-0.3485568,-0.30232444,-0.9038296,-0.67438406,-0.44449,-0.35192847,-0.19472769,-0.18604079,0.24837962,0.25944805,0.89536065,0.94508034,0.8954565,0.8346876,0.72208285,0.7435566,0.44534174,0.37811428,0.44514906,0.47901878,0.6918066,0.6554875
3,3,3,3,9,9,0.022255654,0.0035868213,-0.0071555725,-0.003406532,-0.9786711,-1.0473249,-0.9674262,-1.010753,-0.9761849,-0.90469486,-0.3862202,-0.43043035,0.89536065,0.8822919,0.8954565,0.9150906,0.72208285,0.7435566,0.44534174,0.49689907,0.44514906,0.43662295,0.6918066,0.6554875
0,0,0,0,6,6,0.092002064,0.07119356,-0.5399455,-0.40875676,0.9433726,0.7414476,-0.37235507,-0.37259823,-0.10767749,-0.09034173,0.31992796,0.1583628,0.896126,0.85327387,0.8765657,0.8342651,0.7223061,0.7435566,0.4437998,0.49544337,0.4812822,0.52198637,0.6915735,0.6554875
0,0,0,0,6,6,0.065909676,0.058021065,-0.50334,-0.54524136,-0.98879695,-0.83564806,-0.33242947,-0.26466754,-0.5376964,-0.5857048,0.20080782,0.092259414,0.89536065,0.86687475,0.8954565,0.85451406,0.72208285,0.7435566,0.44534174,0.47814783,0.44514906,0.49524164,0.6918066,0.6554875
0,0,0,0,6,6,0.028642857,0.030536167,0.04512176,0.0055930316,-0.8085762,-0.67702335,-0.31906185,-0.2928132,-0.44037896,-0.45552805,0.21754453,0.2384626,0.8960304,0.94617534,0.8376926,0.8113848,0.72215724,0.7435566,0.4439926,0.3764292,0.54614204,0.5671618,0.6917289,0.6554875
0,0,0,0,6,6,-0.033296593,-0.047114573,-0.4030215,-0.30839953,0.8899415,0.80638975,-0.2676407,-0.25316846,-0.57207775,-0.56864923,0.39340082,0.36744407,0.896126,0.804943,0.897696,0.8244972,0.7223061,0.7435566,0.4437998,0.5369859,0.44061536,0.61434686,0.6915735,0.6554875
1,1,2,2,7,7,-0.06374305,-0.04691095,0.018187504,-0.0072858706,-0.9252871,-0.5337738,-0.06589619,-0.042060398,0.35383987,0.3547095,0.61579317,0.6548939,0.896126,0.8527918,0.894785,0.91218376,0.7223061,0.7435566,0.4437998,0.55487967,0.44649735,0.43749535,0.6915735,0.6554875
3,3,3,3,9,9,0.0663235,0.04868852,0.05201964,0.040261194,-0.93925893,-0.91203564,-0.030294767,-0.0010634288,0.30061984,0.28245264,0.6006725,0.6890153,0.8960304,0.91714454,0.896126,0.9140072,0.72215724,0.7435566,0.4439926,0.43626478,0.4437998,0.43479043,0.6917289,0.6554875
0,0,0,0,6,6,-0.08252267,-0.0960264,-0.06534864,-0.14318249,0.9094037,1.0684235,-0.34931403,-0.33259937,-0.32051295,-0.31340027,0.24431707,0.12707543,0.896126,0.85451895,0.8781146,0.89189994,0.7223061,0.7435566,0.4437998,0.49628046,0.47845045,0.4708184,0.6915735,0.6554875
0,0,0,0,6,6,0.028448509,0.004082069,-0.58720195,-0.69672936,-0.86671335,-0.4851565,-0.3982724,-0.39278862,-0.7265515,-0.75310427,0.17600726,0.14593318,0.896126,0.9140072,0.897696,0.94890606,0.7223061,0.7435566,0.4437998,0.43479043,0.44061536,0.3722231,0.6915735,0.6554875
0,0,0,0,6,6,0.009561094,0.011373796,0.24850789,0.1934636,-0.9278183,-0.81104887,-0.29100588,-0.29440302,-0.3130189,-0.32004282,0.5161319,0.44081336,0.8960304,0.85503376,0.92822367,0.9212553,0.72215724,0.7435566,0.4439926,0.49444875,0.3720226,0.4407654,0.6917289,0.6554875
0,0,0,0,6,6,0.0035453613,-0.043392025,0.7286843,0.66768306,0.8768896,0.9186638,-0.40284893,-0.37983793,-0.38060233,-0.390588,0.31876126,0.34531826,0.89536065,0.8663242,0.94051576,0.97801644,0.72208285,0.7435566,0.44534174,0.48000658,0.33975,0.34505817,0.6918066,0.6554875
0,0,1,1,6,6,-0.048675068,-0.092268474,0.08759161,0.074131355,0.9194297,0.957441,-0.5843516,-0.5738505,-0.5896997,-0.6759654,0.060058873,0.07775297,0.8960304,0.94617534,0.896126,0.80570596,0.72215724,0.7435566,0.4439926,0.3764292,0.4437998,0.5972592,0.6917289,0.6554875
1,1,2,2,7,7,0.08745278,0.084851995,0.026415102,0.009467125,-0.9187936,-0.8923049,0.06840893,0.08422478,-0.45309472,-0.36418843,0.6390343,0.6635464,0.89536065,0.91296583,0.8954565,0.88466036,0.72208285,0.7435566,0.44534174,0.4363356,0.44514906,0.43649215,0.6918066,0.6554875
0,0,0,0,6,6,0.028058153,0.0013661906,0.032945406,0.013726413,1.0009075,1.0496614,-0.57647157,-0.624518,-0.46803194,-0.5166475,0.08755567,0.09512659,0.896126,0.8851162,0.897696,0.7742418,0.7223061,0.7435566,0.4437998,0.4962778,0.44061536,0.5956878,0.6915735,0.6554875
0,0,1,1,6,6,-0.011998384,-0.03875432,-0.009126754,0.03274954,0.7679963,0.61031586,-0.256349,-0.23394564,-0.28663573,-0.25024715,0.46714363,0.4497788,0.89536065,0.9162677,0.9122426,0.83323395,0.72208285,0.7435566,0.44534174,0.4375003,0.40965042,0.5382504,0.6918066,0.6554875
0,0,0,0,6,6,-0.05440703,-0.082594685,-0.0471923,0.0021933392,-1.0420957,-0.8027547,-0.99496675,-1.1344703,-0.96015465,-0.9890676,-0.32509112,-0.25418663,0.896126,0.83585143,0.9432981,1.0293293,0.7223061,0.7435566,0.4437998,0.47595933,0.33194688,0.24569947,0.6915735,0.6554875
2,2,2,2,8,8,-0.054939825,-0.04587076,0.01005702,0.044020444,-0.9984106,-1.2601513,-0.05488424,-0.051682252,-0.33208108,-0.33851406,0.6082996,0.7656577,0.89536065,0.88124883,0.8577701,0.7861448,0.72208285,0.7435566,0.44534174,0.43550444,0.51403356,0.6204945,0.6918066,0.6554875
4,4,4,4,1,1,0.12367254,0.119487435,-0.36907664,-0.36551252,0.87027866,1.0214689,0.109932296,0.037806235,0.087983996,0.074573,0.760549,0.63252896,0.89536065,0.9144065,0.8954565,0.8682797,0.72208285,0.7435566,0.44534174,0.4386778,0.44514906,0.47867924,0.6918066,0.6554875
1,1,1,1,7,7,0.01872531,-0.00832127,-0.044644002,-0.057609044,0.9749201,0.8944352,0.20984423,0.15398318,0.11132349,0.13443214,0.7497079,0.6431218,0.896126,0.9463316,0.955603,0.95688623,0.7223061,0.7435566,0.4437998,0.37618858,0.29465726,0.38799652,0.6915735,0.6554875
0,0,1,1,6,6,-0.07957214,-0.048502333,-0.5813384,-0.7581604,-0.9584576,-0.81680715,-0.27799398,-0.2685577,-0.4517879,-0.41572565,0.4441884,0.43798864,0.896126,0.8830988,0.95461494,0.95057166,0.7223061,0.7435566,0.4437998,0.49581695,0.2978428,0.4054427,0.6915735,0.6554875
0,0,0,0,6,6,-0.043568555,-0.07459713,-0.05995829,-0.053935967,0.888841,0.8066117,-0.22039804,-0.20570731,-0.6986398,-0.6848801,0.40623975,0.43008375,0.8960304,0.89787555,0.896126,0.9144893,0.72215724,0.7435566,0.4439926,0.41794497,0.4437998,0.37535414,0.6917289,0.6554875
0,0,1,1,6,6,0.10569077,0.0875078,0.28724307,0.2706016,0.94176775,0.9882099,-1.0161484,-1.064218,-0.9023048,-0.8866224,-0.40236655,-0.4421448,0.8960304,0.91529626,0.896126,0.9172697,0.72215724,0.7435566,0.4439926,0.43739784,0.4437998,0.43608838,0.6917289,0.6554875
2,2,2,2,8,8,-0.036293574,-0.06036908,-0.11692449,-0.14067894,0.87208104,1.0287478,0.01944936,-0.0036512092,-0.26544905,-0.24337825,0.7464522,0.8175021,0.8960304,0.94617534,0.8585434,0.86182714,0.72215724,0.7435566,0.4439926,0.3764292,0.5127409,0.46533385,0.6917289,0.6554875
1,1,1,1,7,7,0.03567636,0.008347951,0.050468385,0.03055621,0.9172646,0.5820612,-1.0020779,-1.0771474,-0.9524758,-0.9732354,-0.36578515,-0.37365097,0.896126,0.9154233,0.9421857,0.98121136,0.7223061,0.7435566,0.4437998,0.4372151,0.33509117,0.33249712,0.6915735,0.6554875
0,0,0,0,6,6,-0.04045472,-0.053947397,0.030680485,0.019809693,0.85081035,1.0018579,-0.20036691,-0.17707726,-0.24285725,-0.22555566,0.31338158,0.37394774,0.89536065,0.94508034,0.9109156,0.8835816,0.72208285,0.7435566,0.44534174,0.37811428,0.4125927,0.38282865,0.6918066,0.6554875
0,0,0,0,6,6,0.0033619246,-0.023764245,-0.5308338,-0.6811426,-0.8257201,-0.6235272,-0.36957946,-0.38998544,-0.34989607,-0.32416546,0.20821278,0.26046342,0.896126,0.8689388,0.8797054,0.87688667,0.7223061,0.7435566,0.4437998,0.47763085,0.47551906,0.45357388,0.6915735,0.6554875
0,0,0,0,6,6,0.0044344603,-0.0008989498,0.0041712355,-0.011579953,1.0563309,0.97244257,-0.5450896,-0.46696573,-0.5766681,-0.54223436,0.12366242,0.1077184,0.896126,0.8661584,0.89622146,0.85318625,0.7223061,0.7435566,0.4437998,0.41689664,0.44360694,0.4937265,0.6915735,0.6554875
3,3,3,3,9,9,-0.026885958,-0.064844705,0.042429652,0.02439186,-0.7957219,-0.75269216,-0.027536256,-0.011951782,0.032299466,0.037036233,0.5632937,0.4410038,0.896126,0.88542736,0.894785,0.91551507,0.7223061,0.7435566,0.4437998,0.43525395,0.44649735,0.43856025,0.6915735,0.6554875
1,1,1,1,7,7,-0.024657115,-0.06468969,0.038981427,0.030930087,0.99878085,1.3138255,0.03416953,0.03921417,-0.052173186,-0.017959721,0.5623348,0.3955059,0.89536065,0.8842831,0.836869,0.840607,0.72208285,0.7435566,0.44534174,0.49738252,0.54740316,0.54256296,0.6918066,0.6554875
0,0,0,0,6,6,-0.0074105323,0.00047294796,-0.0050541055,-0.009583928,0.9667965,0.8796583,-0.21275944,-0.22448835,-0.24485336,-0.24486476,0.44398952,0.4715675,0.896126,0.8830988,0.894785,0.91218376,0.7223061,0.7435566,0.4437998,0.49581695,0.44649735,0.43749535,0.6915735,0.6554875
0,0,0,0,6,6,0.108201526,0.09521342,-0.009351589,-0.025028177,0.9566111,1.1293422,-1.0395191,-0.95485514,-0.9651346,-0.6995428,-0.32390538,-0.33740577,0.89536065,0.8822919,0.8954565,0.8682797,0.72208285,0.7435566,0.44534174,0.49689907,0.44514906,0.47867924,0.6918066,0.6554875
0,0,1,1,6,6,0.040524557,0.025586061,-0.44529414,-0.3858549,0.79587996,0.7284021,0.03381872,0.045851476,-0.0065619797,0.011313073,0.59239644,0.592601,0.896126,0.88418233,0.897696,0.86796546,0.7223061,0.7435566,0.4437998,0.43441686,0.44061536,0.41336375,0.6915735,0.6554875
0,0,0,0,6,6,0.025482655,0.0034298599,-0.038311526,-0.031659655,0.94157135,1.1110554,-0.35223907,-0.38077438,-0.17839919,-0.18878338,0.16606908,0.14530283,0.896126,0.8386318,0.85699487,0.8597569,0.7223061,0.7435566,0.4437998,0.5366936,0.51532495,0.46886158,0.6915735,0.6554875
0,0,0,0,6,6,0.010716887,0.0014322922,0.041026156,0.041047864,0.8111007,0.7379241,-0.9316733,-0.8517701,-0.79148155,-0.8334673,-0.25911808,-0.24835253,0.896126,0.9463316,0.92953867,0.9617344,0.7223061,0.7435566,0.4437998,0.37618858,0.36872467,0.3694722,0.6915735,0.6554875
0,0,1,1,6,6,0.010378764,0.011436634,0.4699605,0.54356253,-0.78313214,-0.758903,-0.60483927,-0.6356941,-0.7656587,-0.6328767,0.03707257,0.025174282,0.89536065,0.8841531,0.8954565,0.88568985,0.72208285,0.7435566,0.44534174,0.4957216,0.44514906,0.49794507,0.6918066,0.6554875
0,0,0,0,6,6,0.06727264,0.047466442,0.16974775,0.16364333,0.99137807,1.0396389,-0.5030488,-0.45247358,-0.54442155,-0.578935,0.24853761,0.25423324,0.8960304,0.8669964,0.89468884,0.9140215,0.72215724,0.7435566,0.4439926,0.4789136,0.44668987,0.4381921,0.6917289,0.6554875
0,0,0,0,6,6,-0.016218947,-0.030488975,-0.09359286,-0.120775424,0.85378414,0.7783725,-0.2336434,-0.23413628,-0.6847391,-0.7055736,0.37386143,0.32566622,0.896126,0.8980008,0.9283037,0.9229923,0.7223061,0.7435566,0.4437998,0.41773105,0.37182286,0.3646814,0.6915735,0.6554875
0,0,1,1,6,6,-0.021573886,-0.04533971,0.013722758,0.014373429,0.99341303,1.0364352,-0.3389024,-0.34845307,-0.4357105,-0.45042905,0.28297746,0.28085923,0.896126,0.9463316,0.8396264,0.8105736,0.7223061,0.7435566,0.4437998,0.37618858,0.54316443,0.5690564,0.6915735,0.6554875
0,0,1,1,6,6,-0.022288397,-0.02220247,-0.019981924,0.0051672086,0.96174544,0.87406945,-0.071462065,-0.06797458,0.16286756,0.14893466,0.5698639,0.6243518,0.896126,0.9463316,0.85865366,0.8280229,0.7223061,0.7435566,0.4437998,0.37618858,0.5125562,0.5839897,0.6915735,0.6554875
0,0,0,0,6,6,0.025050858,0.042799752,0.090844736,0.07605702,0.9271102,0.9777048,-0.39470354,-0.34502935,-0.7768027,-0.6750611,0.24338533,0.24748573,0.8960304,0.94617534,0.89468884,0.88241464,0.72215724,0.7435566,0.4439926,0.3764292,0.44668987,0.43736383,0.6917289,0.6554875
0,0,0,0,6,6,-0.067222506,-0.092744835,-0.34783176,-0.3022652,-0.7909281,-0.7554346,-0.6314347,-0.62213135,-0.5600359,-0.5814398,0.085961245,0.14001769,0.89536065,0.89699805,0.92645216,0.82544464,0.72208285,0.7435566,0.44534174,0.4194431,0.37641254,0.50043464,0.6918066,0.6554875
0,0,0,0,6,6,-0.022892574,-0.02481068,-0.43798187,-0.46778217,1.0048563,1.0583162,-0.26217785,-0.27075544,-0.09991699,-0.088592045,0.37738243,0.2449055,0.8960304,0.9158913,0.9128586,0.93810195,0.72215724,0.7435566,0.4439926,0.4354472,0.4082759,0.4043283,0.6917289,0.6554875
2,2,2,2,8,8,0.03369123,0.028352268,0.31586438,0.3576353,-0.94257706,-0.91483,-0.26515102,-0.26618242,-0.2921487,-0.29684213,0.46757457,0.35596797,0.8960304,0.882998,0.896126,0.8821649,0.72215724,0.7435566,0.4439926,0.49595213,0.4437998,0.43395597,0.6917289,0.6554875
0,0,1,1,6,6,-0.018441688,0.026330799,-0.020724691,-0.024888761,0.9570729,1.1256324,-0.31087595,-0.29127634,-0.20249596,-0.20449069,0.37698117,0.44470143,0.8960304,0.9158913,0.9128586,0.8495347,0.72215724,0.7435566,0.4439926,0.4354472,0.4082759,0.5221498,0.6917289,0.6554875
0,0,1,1,6,6,-0.066971,-0.081823625,0.018363992,-0.026643075,0.8724717,0.68029416,-0.9486017,-0.8637051,-0.97395974,-1.057089,-0.42213044,-0.40932852,0.89536065,0.7435566,0.8969362,0.9165015,0.72208285,0.7435566,0.44534174,0.6554875,0.44216004,0.4356629,0.6918066,0.6554875
0,0,0,0,6,6,-0.044317175,-0.0077008903,-0.30790222,-0.23673558,0.96956736,1.0224441,-0.62944406,-0.5696553,-0.53262943,-0.52705306,0.08909277,0.09170654,0.896126,0.8980008,0.955603,1.0133673,0.7223061,0.7435566,0.4437998,0.41773105,0.29465726,0.2049107,0.6915735,0.6554875
0,0,0,0,6,6,0.017598514,0.034102514,0.6130661,0.64226085,1.029375,0.94827837,-0.34517267,-0.3651123,-0.3502538,-0.3523477,0.21498336,0.19378388,0.896126,0.8980008,0.89622146,0.91555023,0.7223061,0.7435566,0.4437998,0.41773105,0.44360694,0.43703234,0.6915735,0.6554875
0,0,0,0,6,6,0.06847078,0.07187696,0.04120925,0.03641653,-0.9942013,-0.9757835,-0.43056253,-0.4325228,0.050847612,0.029908963,0.15348352,0.2135582,0.896126,0.9160246,0.85865366,0.80787975,0.7223061,0.7435566,0.4437998,0.4352513,0.5125562,0.5326735,0.6915735,0.6554875
0,0,1,1,6,6,0.051757544,0.020931527,-0.047604438,-0.047722436,0.9307014,0.972125,-0.33953923,-0.3272746,-0.43413293,-0.4010576,0.21747074,0.26631534,0.89536065,0.7756711,0.8954565,0.86539084,0.72208285,0.7435566,0.44534174,0.5972662,0.44514906,0.41839743,0.6918066,0.6554875
0,0,1,1,6,6,-0.08634713,-0.08191893,0.012193326,-0.010534033,-0.9225199,-0.9692101,-0.32666123,-0.29672974,-0.5841856,-0.54026407,0.31492186,0.17537808,0.896126,0.9172697,0.8378101,0.8229849,0.7223061,0.7435566,0.4437998,0.43608838,0.54596174,0.5356295,0.6915735,0.6554875
0,0,0,0,6,6,0.04979331,0.038466297,-0.33049253,-0.24124473,-0.99919367,-1.0512079,-0.56578267,-0.5392949,-0.6785424,-0.5756596,0.10507167,0.08742862,0.896126,0.8830988,0.89622146,0.8870649,0.7223061,0.7435566,0.4437998,0.49581695,0.44360694,0.49501938,0.6915735,0.6554875
0,0,0,0,6,6,-0.18213435,-0.15705809,0.06550638,0.0507547,-0.8838611,-0.9341684,-1.0295063,-0.98043126,-0.9840685,-0.9042539,-0.35525417,-0.3360519,0.896126,0.8849453,0.89622146,0.88369226,0.7223061,0.7435566,0.4437998,0.49469024,0.44360694,0.43619752,0.6915735,0.6554875
0,0,0,0,6,6,-0.06701673,-0.11131654,-0.046182003,-0.07150576,0.9198027,0.5946275,-0.28308082,-0.27066168,-0.5240382,-0.5170095,0.36383078,0.36080715,0.89536065,0.83607084,0.8954565,0.88425225,0.72208285,0.7435566,0.44534174,0.5370504,0.44514906,0.4955926,0.6918066,0.6554875
0,0,0,0,6,6,0.06362671,0.044039838,-0.32822162,-0.20502523,-0.8457342,-0.8821912,-0.97836846,-1.0200042,-0.9541088,-0.79949516,-0.32951644,-0.3510908,0.89536065,0.8040863,0.8969362,0.91715693,0.72208285,0.7435566,0.44534174,0.5969326,0.44216004,0.4335873,0.6918066,0.6554875
0,0,0,0,6,6,-0.018023612,-0.014970697,-0.07075948,-0.06767333,0.8558781,0.8908288,-0.91398865,-0.7314936,-0.99519396,-0.8386925,-0.35782138,-0.36404288,0.896126,0.8821649,0.8157298,0.8066889,0.7223061,0.7435566,0.4437998,0.43395597,0.5784331,0.59289736,0.6915735,0.6554875
